#Organism/Name	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Escherichia coli str. K-12 substr. MG1655	PRJNA57779	57779	Proteobacteria	Gammaproteobacteria	4.63968	50.8	NC_000913.2	U00096.2	-	-	-	1	4496	4146	1998/10/13	2011/11/18	Complete	Univ. Wisconsin
Escherichia coli O157:H7 str. Sakai	PRJNA57781	57781	Proteobacteria	Gammaproteobacteria	5.59448	50.4477	NC_002695.1	BA000007.2	NC_002128.1,NC_002127.1	AB011549.2,AB011548.2	-	3	5460	5318	1998/07/23	2007/05/19	Complete	GIRC
Escherichia coli O157:H7 str. EDL933	PRJNA57831	57831	Proteobacteria	Gammaproteobacteria	5.62052	50.3541	NC_002655.2	AE005174.2	NC_007414.1	AF074613.1	-	2	5528	5397	1998/11/03	2012/01/20	Complete	Univ. Wisconsin
Escherichia coli CFT073	PRJNA57915	57915	Proteobacteria	Gammaproteobacteria	5.23143	50.5	NC_004431.1	AE014075.1	-	-	-	1	5579	5369	2002/12/06	2011/11/25	Complete	Univ. Wisconsin
Escherichia coli HS	PRJNA58393	58393	Proteobacteria	Gammaproteobacteria	4.64354	50.8	NC_009800.1	CP000802.1	-	-	-	1	4629	4377	2007/09/10	2012/02/13	Complete	TIGR
Escherichia coli E24377A	PRJNA58395	58395	Proteobacteria	Gammaproteobacteria	5.24929	50.5414	NC_009801.1	CP000800.1	NC_009791.1,NC_009788.1,NC_009790.1,NC_009786.1,NC_009787.1,NC_009789.1	CP000801.1,CP000797.1,CP000799.1,CP000795.1,CP000796.1,CP000798.1	-	7	5258	4991	2007/09/11	2010/01/06	Complete	TIGR
Escherichia coli 536	PRJNA58531	58531	Proteobacteria	Gammaproteobacteria	4.93892	50.5	NC_008253.1	CP000247.1	-	-	-	1	4779	4619	2006/07/13	2011/12/01	Complete	University of Goettingen
Escherichia coli UTI89	PRJNA58541	58541	Proteobacteria	Gammaproteobacteria	5.17997	50.6088	NC_007946.1	CP000243.1	NC_007941.1	CP000244.1	-	2	5272	5162	2006/04/05	2010/04/12	Complete	Washington University (WashU)
Escherichia coli APEC O1	PRJNA58623	58623	Proteobacteria	Gammaproteobacteria	5.49765	50.2915	NC_008563.1	CP000468.1	NC_009837.1,NC_009838.1	DQ381420.1,DQ517526.1	-	3	4968	4853	2006/03/01	2010/04/27	Complete	Iowa State University
Escherichia coli ATCC 8739	PRJNA58783	58783	Proteobacteria	Gammaproteobacteria	4.74622	50.9	NC_010468.1	CP000946.1	-	-	-	1	4408	4199	2008/03/11	2012/06/18	Complete	US DOE Joint Genome Institute (JGI-PGF)
Escherichia coli B str. REL606	PRJNA58803	58803	Proteobacteria	Gammaproteobacteria	4.62981	50.8	NC_012967.1	CP000819.1	-	-	-	1	4365	4204	2009/07/15	2011/11/21	Complete	International E. coli B Consortium
Escherichia coli SMS-3-5	PRJNA58919	58919	Proteobacteria	Gammaproteobacteria	5.21538	50.4954	NC_010498.1	CP000970.1	NC_010487.1,NC_010486.1,NC_010485.1,NC_010488.1	CP000974.1,CP000973.1,CP000972.1,CP000971.1	-	5	5127	4912	2008/03/20	2008/10/02	Complete	TIGR
Escherichia coli str. K-12 substr. DH10B	PRJNA58979	58979	Proteobacteria	Gammaproteobacteria	4.68614	50.8	NC_010473.1	CP000948.1	-	-	-	1	4356	4128	2008/03/14	2011/12/01	Complete	University of Wisconsin-Madison
Escherichia coli O157:H7 str. EC4115	PRJNA59091	59091	Proteobacteria	Gammaproteobacteria	5.70417	50.386	NC_011353.1	CP001164.1	NC_011350.1,NC_011351.1	CP001163.1,CP001165.1	-	3	6066	5477	2008/10/08	2012/01/26	Complete	J. Craig Venter Institute
Escherichia coli O157:H7 str. TW14359	PRJNA59235	59235	Proteobacteria	Gammaproteobacteria	5.62274	50.4563	NC_013008.1	CP001368.1	NC_013010.1	CP001369.1	-	2	5588	5365	2009/07/23	2010/04/15	Complete	University of Washington
Escherichia coli 'BL21-Gold(DE3)pLysS AG'	PRJNA59245	59245	Proteobacteria	Gammaproteobacteria	4.57094	50.8	NC_012947.1	CP001665.1	-	-	-	1	4425	4228	2009/07/09	2011/11/21	Complete	US DOE Joint Genome Institute (JGI-PGF)
Escherichia coli O127:H6 str. E2348/69	PRJNA59343	59343	Proteobacteria	Gammaproteobacteria	5.06968	50.5524	NC_011601.1	FM180568.1	NC_011603.1,NC_011602.1	FM180569.1,FM180570.1	-	3	5015	4651	2008/11/26	2009/05/13	Complete	Sanger Institute
Escherichia coli IAI1	PRJNA59377	59377	Proteobacteria	Gammaproteobacteria	4.70056	50.8	NC_011741.1	CU928160.2	-	-	-	1	4633	4349	2008/12/16	2011/04/07	Complete	Genoscope
Escherichia coli ED1a	PRJNA59379	59379	Proteobacteria	Gammaproteobacteria	5.20955	50.7	NC_011745.1	CU928162.2	-	-	-	1	5325	4915	2008/12/17	2011/02/28	Complete	Genoscope
Escherichia coli IAI39	PRJNA59381	59381	Proteobacteria	Gammaproteobacteria	5.13207	50.6	NC_011750.1	CU928164.2	-	-	-	1	5097	4730	2008/12/16	2011/02/28	Complete	Genoscope
Escherichia coli 55989	PRJNA59383	59383	Proteobacteria	Gammaproteobacteria	5.15486	50.7	NC_011748.1	CU928145.2	-	-	-	1	5140	4759	2008/12/16	2011/12/01	Complete	Institut Pasteur and Genoscope
Escherichia coli BW2952	PRJNA59391	59391	Proteobacteria	Gammaproteobacteria	4.57816	50.8	NC_012759.1	CP001396.1	-	-	-	1	4267	4084	2009/06/04	2011/10/03	Complete	TEDA School of Biological Sciences and Biotechnology, Nankai University
Escherichia coli SE11	PRJNA59425	59425	Proteobacteria	Gammaproteobacteria	5.15562	50.7481	NC_011415.1	AP009240.1	NC_011408.1,NC_011416.1,NC_011413.1,NC_011407.1,NC_011419.1,NC_011411.1	AP009245.1,AP009243.1,AP009242.1,AP009244.1,AP009241.1,AP009246.1	-	7	5105	4998	2008/10/23	2009/07/22	Complete	Kitasato Institute for Life Sciences
Escherichia coli MS 145-7	PRJNA59467	59467	Proteobacteria	Gammaproteobacteria	5.11505	-	-	-	-	-	ADWS01	143	5642	5493	2010/06/30	2010/10/22	Scaffolds or contigs	WUGSC
Escherichia coli DSM 30083	PRJNA59555	59555	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	UW-GEL (University of Wisconsin - Genome Evolution Laboratory)
Escherichia coli PS	PRJNA59639	59639	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J Craig Venter Institute
Escherichia coli 19B05	PRJNA59647	59647	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J Craig Venter Institute
Escherichia coli 23B03	PRJNA59651	59651	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J Craig Venter Institute
Escherichia coli 24B05	PRJNA59653	59653	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J Craig Venter Institute
Escherichia coli 13B01	PRJNA59657	59657	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J Craig Venter Institute
Escherichia coli 20B05	PRJNA59661	59661	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	J Craig Venter Institute
Escherichia coli TW10598	PRJNA59743	59743	Proteobacteria	Gammaproteobacteria	5.24332	50.6	-	-	-	-	AELA01	310	-	-	2010/11/15	2011/01/25	Scaffolds or contigs	Institute for Genome Sciences
Escherichia coli TW10722	PRJNA59745	59745	Proteobacteria	Gammaproteobacteria	5.68989	50.5	-	-	-	-	AELB01	405	-	-	2010/11/15	2011/01/25	Scaffolds or contigs	Institute for Genome Sciences
Escherichia coli TW10828	PRJNA59747	59747	Proteobacteria	Gammaproteobacteria	5.28027	50.6	-	-	-	-	AELC01	227	-	-	2010/11/15	2011/01/25	Scaffolds or contigs	Institute for Genome Sciences
Escherichia coli TW11681	PRJNA59749	59749	Proteobacteria	Gammaproteobacteria	5.30584	50.7	-	-	-	-	AELD01	153	-	-	2010/11/15	2011/01/25	Scaffolds or contigs	Institute for Genome Sciences
Escherichia coli TW14425	PRJNA59751	59751	Proteobacteria	Gammaproteobacteria	5.2107	50.6	-	-	-	-	AELE01	155	-	-	2010/11/15	2011/01/25	Scaffolds or contigs	Institute for Genome Sciences
Escherichia coli O157:H7 str. G5101	PRJNA60057	60057	Proteobacteria	Gammaproteobacteria	5.06156	50.6	-	-	-	-	AETX01	-	4988	4868	2011/01/31	2012/03/15	Scaffolds or contigs	FDA
Escherichia coli O157:H- str. 493-89	PRJNA60059	60059	Proteobacteria	Gammaproteobacteria	5.05482	50.5	-	-	-	-	AETY01	204	4946	4838	2011/01/31	2011/04/14	Scaffolds or contigs	FDA
Escherichia coli O157:H- str. H 2687	PRJNA60061	60061	Proteobacteria	Gammaproteobacteria	5.04819	50.5	-	-	-	-	AETZ01	209	4938	4828	2011/01/31	2011/04/14	Scaffolds or contigs	FDA
Escherichia coli O55:H7 str. 3256-97	PRJNA60063	60063	Proteobacteria	Gammaproteobacteria	5.08362	50.6	-	-	-	-	AEUA01	188	4995	4879	2011/01/31	2011/04/14	Scaffolds or contigs	FDA
Escherichia coli O55:H7 str. USDA 5905	PRJNA60065	60065	Proteobacteria	Gammaproteobacteria	5.10528	50.5	-	-	-	-	AEUB01	154	4980	4865	2011/01/31	2011/04/14	Scaffolds or contigs	FDA
Escherichia coli O157:H7 str. LSU-61	PRJNA60067	60067	Proteobacteria	Gammaproteobacteria	5.04828	50.6	-	-	-	-	AEUC01	189	4939	4824	2011/01/31	2011/01/31	Scaffolds or contigs	FDA
Escherichia coli 2362-75	PRJNA60613	60613	Proteobacteria	Gammaproteobacteria	5.17344	-	-	-	-	-	ADUL01	83	5343	5220	2010/11/22	2012/02/28	Scaffolds or contigs	Institute for Genome Sciences
Escherichia coli 1827-70	PRJNA60615	60615	Proteobacteria	Gammaproteobacteria	4.80309	-	-	-	-	-	ADUK01	35	4822	4705	2010/10/25	2012/02/28	Scaffolds or contigs	Institute for Genome Sciences
Escherichia coli NCTC 86	PRJNA61351	61351	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The University of Birmingham
Escherichia coli O25b:H4-ST131 str. EC958	PRJEA61443	61443	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The University of Queensland
Escherichia coli VR50	PRJEA61445	61445	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	The University of Queensland
Escherichia coli O157:H7 str. 1044	PRJEA61463	61463	Proteobacteria	Gammaproteobacteria	5.48771	50.4	-	-	-	-	AERP01	70	5580	5373	2011/03/16	2011/03/16	Scaffolds or contigs	Virginia Bioinformatics Institute
Escherichia coli O157:H7 str. EC1212	PRJEA61465	61465	Proteobacteria	Gammaproteobacteria	5.51005	50.4	-	-	-	-	AERQ01	32	5593	5372	2011/01/27	2011/01/27	Scaffolds or contigs	Virginia Bioinformatics Institute
Escherichia coli O157:H7 str. 1125	PRJNA61473	61473	Proteobacteria	Gammaproteobacteria	5.56962	50.3	-	-	-	-	AERR01	57	5683	5459	2011/03/16	2011/03/16	Scaffolds or contigs	Virginia Bioinformatics Institute
Escherichia coli WV_060327	PRJNA61477	61477	Proteobacteria	Gammaproteobacteria	4.6815	50.6	-	-	-	-	AERT01	28	4618	4453	2011/01/27	2011/01/27	Scaffolds or contigs	Virginia Bioinformatics Institute
Escherichia coli EC4100B	PRJNA61479	61479	Proteobacteria	Gammaproteobacteria	5.1119	50.5	-	-	-	-	AERU01	42	5117	4915	2011/01/27	2011/01/27	Scaffolds or contigs	Virginia Bioinformatics Institute
Escherichia coli S88	PRJNA62979	62979	Proteobacteria	Gammaproteobacteria	5.16612	50.6637	NC_011742.1	CU928161.2	NC_011747.1	CU928146.1	-	2	5191	4827	2008/12/16	2011/02/14	Complete	Genoscope
Escherichia coli UMN026	PRJNA62981	62981	Proteobacteria	Gammaproteobacteria	5.3582	50.6405	NC_011751.1	CU928163.2	NC_011739.1,NC_011749.1	CU928149.1,CU928148.1	-	3	5298	5014	2008/12/16	2011/02/14	Complete	Genoscope
Escherichia coli O157:H7 str. 611	PRJNA63299	63299	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O157:H7 str. 262	PRJNA63301	63301	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O26:H11 str. 10140	PRJNA63303	63303	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O26:H11 str. 6629	PRJNA63305	63305	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O111:H8 str. 9662	PRJNA63307	63307	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O111:H8 str. 1074	PRJNA63309	63309	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O103:H25 str. 6582	PRJNA63311	63311	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O121:H19 str. 9918	PRJNA63313	63313	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O45:NM str. G4	PRJNA63319	63319	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli O145:NM str. 8235	PRJNA63321	63321	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	USDA - Agricultural Research Service, USA
Escherichia coli cloneA_i1	PRJNA63489	63489	Proteobacteria	Gammaproteobacteria	4.75723	50.5	-	-	-	-	AEYT01	56	4727	4694	2011/11/02	2011/11/02	Scaffolds or contigs	TEDA School of Biological Sciences and Biotechnology, Nankai University, 23 Hongda Street, Tianjin 300457, China
Escherichia coli VDP	PRJNA64595	64595	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Universite Libre de Bruxelles
Escherichia coli PCN009	PRJNA64997	64997	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Huazhong Agricultural University
Escherichia coli PCN033	PRJNA64999	64999	Proteobacteria	Gammaproteobacteria	5.06093	50.6	-	-	-	-	AFAT01	174	4966	4901	2011/06/28	2011/09/16	Scaffolds or contigs	Huazhong Agricultural University
Escherichia coli PCN042	PRJNA65001	65001	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Huazhong Agricultural University
Escherichia coli PCN079	PRJNA65003	65003	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Huazhong Agricultural University
Escherichia coli PCN097	PRJNA65005	65005	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Huazhong Agricultural University
Escherichia coli AA86	PRJNA65321	65321	Proteobacteria	Gammaproteobacteria	4.98329	50.7	-	-	-	-	AFET01	5	4819	4608	-	-	Complete	Seoul National University
Escherichia coli 88.1467	PRJNA65589	65589	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 88.0221	PRJNA65591	65591	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 88.1042	PRJNA65593	65593	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 89.0511	PRJNA65595	65595	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 90.0091	PRJNA65597	65597	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 90.0039	PRJNA65599	65599	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 90.2281	PRJNA65601	65601	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 93.0055	PRJNA65603	65603	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 93.0056	PRJNA65605	65605	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 94.0618	PRJNA65607	65607	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 95.0183	PRJNA65609	65609	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 95.1288	PRJNA65611	65611	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 95.0943	PRJNA65613	65613	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 96.0428	PRJNA65617	65617	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 96.0427	PRJNA65619	65619	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 96.0939	PRJNA65621	65621	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 96.0932	PRJNA65623	65623	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 96.0109	PRJNA65625	65625	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 96.0107	PRJNA65627	65627	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 97.0003	PRJNA65629	65629	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 97.1742	PRJNA65633	65633	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 97.0010	PRJNA65635	65635	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 97.0007	PRJNA65637	65637	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 99.0672	PRJNA65639	65639	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 99.0678	PRJNA65641	65641	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 99.0670	PRJNA65643	65643	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.0713	PRJNA65645	65645	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 99.0816	PRJNA65657	65657	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli M15	PRJNA65669	65669	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Guangxi Academy of Sciences
Escherichia coli 99.0848	PRJNA65675	65675	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.0839	PRJNA65677	65677	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.0815	PRJNA65679	65679	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.0814	PRJNA65681	65681	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.1762	PRJNA65683	65683	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.1805	PRJNA65685	65685	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.1793	PRJNA65687	65687	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.1775	PRJNA65689	65689	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.1781	PRJNA65691	65691	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 99.1753	PRJNA65693	65693	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 0.1304	PRJNA65695	65695	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 0.1288	PRJNA65697	65697	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 0.1197	PRJNA65699	65699	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 1.0080	PRJNA65701	65701	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 2.3941	PRJNA65703	65703	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 2.0731	PRJNA65705	65705	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 2.4174	PRJNA65707	65707	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 2.0966	PRJNA65709	65709	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 3.4871	PRJNA65711	65711	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 3.4870	PRJNA65713	65713	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 3.0190	PRJNA65715	65715	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 5.2239	PRJNA65717	65717	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 5.2219	PRJNA65719	65719	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 5.2246	PRJNA65721	65721	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 6.0172	PRJNA65723	65723	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	Institute for Genome Sciences
Escherichia coli 7.3192	PRJNA65725	65725	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 7.1575	PRJNA65727	65727	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
Escherichia coli 7.1485	PRJNA65729	65729	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute for Genome Sciences
